id,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
2457,7-Apr-03,17,0,2,"$45,394 ",No,F,High School,Professional,30,"$22,427 ",10,Pickup,"$9,079 ",2,8,13
2458,20-Sep-90,30,1,3,"$43,413 ",Yes,M,High School,Blue Collar,23,"$23,483 ",1,SUV,"$23,001 ",0,2,6
2459,19-Feb-76,44,0,3,"$146,277 ",Yes,M,High School,Doctor,22,"$32,860 ",13,Minivan,"$2,224 ",3,6,1
2460,28-Jul-67,53,3,3,"$127,718 ",Yes,F,Masters,Professional,17,"$25,419 ",7,Minivan,"$6,053 ",0,0,13
2461,7-Aug-75,45,2,9,"$102,989 ",Yes,M,High School,Blue Collar,12,"$38,280 ",14,Panel Truck,"$7,330 ",0,9,2
2462,15-Jun-00,20,2,6,"$140,369 ",Yes,M,High School,Lawyer,17,"$20,912 ",6,Sports Car,"$25,247 ",0,10,3
2463,21-Oct-97,23,2,11,"$39,690 ",Yes,M,Bachelors,Home Maker,25,"$22,557 ",6,Van,"$2,437 ",3,0,11
2464,31-May-89,31,0,2,"$91,742 ",Yes,M,Bachelors,Professional,40,"$32,737 ",3,SUV,"$25,188 ",3,9,2
2465,5-Mar-96,24,4,1,"$78,331 ",No,M,High School,Professional,44,"$17,191 ",11,Panel Truck,"$25,897 ",0,6,2
2466,14-Oct-97,23,1,6,"$111,260 ",No,M,High School,Manager,11,"$26,367 ",14,SUV,"$20,839 ",0,3,0
2467,26-Mar-93,27,0,9,"$121,607 ",No,M,High School,Blue Collar,44,"$18,462 ",6,Sports Car,"$24,913 ",0,0,0
2468,29-Aug-00,20,2,4,"$71,710 ",No,F,PhD,Manager,33,"$22,139 ",4,Panel Truck,$349 ,0,9,4
2469,8-Feb-72,49,2,13,"$141,507 ",No,M,Masters,Home Maker,31,"$33,170 ",12,Panel Truck,"$26,721 ",0,9,15
2470,19-Apr-77,43,0,8,"$121,564 ",No,F,Bachelors,Clerical,28,"$39,285 ",13,Sports Car,"$13,617 ",0,4,4
2471,27-Aug-82,38,1,5,"$51,493 ",No,F,Masters,Lawyer,18,"$32,633 ",5,Minivan,$794 ,0,4,4
2472,24-May-94,26,1,6,"$144,042 ",Yes,F,PhD,Clerical,15,"$36,285 ",11,Minivan,"$11,959 ",3,6,5
2473,27-Aug-98,22,2,1,"$143,991 ",Yes,F,High School,Home Maker,44,"$29,412 ",9,Van,"$1,083 ",0,7,4
2474,14-Dec-81,39,0,4,"$144,041 ",No,M,High School,Lawyer,37,"$21,224 ",8,Pickup,"$1,394 ",2,2,12
2475,6-Sep-79,41,2,7,"$106,792 ",Yes,M,High School,Professional,44,"$34,827 ",6,Van,"$3,655 ",1,0,6
2476,9-Oct-89,31,0,1,"$113,876 ",No,F,Masters,Manager,37,"$36,068 ",4,Pickup,"$18,658 ",0,0,1
2477,26-Oct-98,22,2,8,"$87,846 ",Yes,M,High School,Clerical,38,"$34,513 ",15,SUV,"$17,247 ",0,8,9
2478,26-Sep-83,37,4,5,"$105,481 ",No,F,Bachelors,Professional,21,"$35,149 ",10,Pickup,"$9,151 ",0,5,2
2479,15-Mar-73,47,3,9,"$85,944 ",No,F,High School,Professional,11,"$30,213 ",1,SUV,"$14,938 ",0,8,7
2480,11-Aug-94,26,1,12,"$88,803 ",Yes,F,Bachelors,Professional,41,"$14,766 ",14,Minivan,"$25,701 ",0,7,3
2481,14-Jul-00,20,3,8,"$102,771 ",Yes,M,PhD,Lawyer,17,"$34,699 ",7,SUV,"$8,565 ",3,10,4
2482,23-Feb-74,46,4,12,"$100,848 ",No,F,Masters,Home Maker,29,"$23,607 ",15,Van,"$17,453 ",2,5,5
2483,15-Feb-65,55,1,8,"$78,968 ",Yes,F,Masters,Manager,18,"$25,423 ",14,Pickup,"$19,789 ",0,5,8
2484,2-Sep-86,34,3,5,"$37,534 ",Yes,M,PhD,Home Maker,43,"$39,523 ",10,SUV,"$24,668 ",0,1,12
2485,23-Mar-78,42,2,9,"$69,893 ",Yes,M,PhD,Lawyer,25,"$31,460 ",2,Minivan,"$17,320 ",2,5,2
2486,14-Oct-02,18,0,10,"$119,509 ",No,M,Bachelors,Manager,14,"$14,335 ",9,Minivan,"$12,497 ",1,2,11
2487,18-Apr-95,25,3,6,"$73,011 ",No,M,PhD,Lawyer,34,"$34,068 ",4,Sports Car,"$25,241 ",0,3,3
2488,19-Dec-90,30,0,11,"$47,944 ",No,M,High School,Clerical,38,"$29,885 ",7,Panel Truck,$687 ,0,1,10
2489,10-Apr-86,34,0,3,"$52,165 ",Yes,M,Bachelors,Blue Collar,43,"$20,588 ",8,Van,"$8,701 ",0,3,6
2490,19-Jun-74,46,0,4,"$84,615 ",No,F,Bachelors,Professional,28,"$15,812 ",6,SUV,"$24,434 ",2,0,5
2491,16-Jun-96,24,0,10,"$124,289 ",Yes,F,Masters,Clerical,42,"$28,573 ",13,Panel Truck,"$4,815 ",0,1,10
2492,18-Jul-79,41,2,4,"$61,826 ",Yes,F,PhD,Blue Collar,28,"$17,482 ",5,Van,"$3,618 ",0,4,9
2493,14-Mar-73,47,0,7,"$57,532 ",No,M,PhD,Lawyer,27,"$32,093 ",11,Sports Car,"$17,070 ",0,8,8
2494,27-Oct-74,46,0,11,"$129,387 ",No,M,High School,Manager,16,"$34,132 ",8,Pickup,"$23,064 ",3,6,8
2495,13-Aug-74,46,0,13,"$53,597 ",No,F,Bachelors,Clerical,25,"$19,999 ",2,Pickup,"$23,821 ",0,8,6
2496,16-Feb-76,44,2,4,"$83,541 ",No,M,Masters,Doctor,10,"$22,131 ",13,Panel Truck,"$16,766 ",1,3,3
2497,14-Aug-82,38,1,13,"$132,499 ",No,F,Bachelors,Lawyer,10,"$35,485 ",10,Minivan,"$12,692 ",0,2,4
2498,12-Aug-74,46,4,11,"$87,926 ",Yes,M,PhD,Student,45,"$37,493 ",8,Panel Truck,"$1,895 ",0,10,4
2499,23-Feb-87,33,0,12,"$50,608 ",Yes,M,PhD,Manager,17,"$34,479 ",13,Minivan,"$24,026 ",1,8,11
2500,27-Jul-79,41,3,11,"$98,194 ",No,M,High School,Lawyer,19,"$22,628 ",7,Pickup,"$25,446 ",1,4,6
2501,31-Oct-81,39,3,11,"$122,785 ",No,M,Bachelors,Blue Collar,24,"$22,738 ",4,Pickup,"$22,230 ",0,5,10
2502,11-Feb-82,38,0,13,"$73,854 ",No,M,PhD,Student,11,"$24,941 ",7,Sports Car,$507 ,3,2,12
2503,25-Sep-79,41,2,11,"$38,628 ",No,M,PhD,Home Maker,22,"$37,495 ",3,Minivan,"$6,310 ",0,1,2
2504,2-Sep-75,45,0,12,"$109,418 ",No,M,High School,Doctor,29,"$35,479 ",10,Panel Truck,"$5,429 ",0,1,2
2505,19-Jun-70,50,1,8,"$104,057 ",No,F,High School,Clerical,24,"$15,422 ",12,Van,"$20,676 ",1,10,3
2506,2-Mar-97,23,2,9,"$137,276 ",Yes,M,PhD,Blue Collar,18,"$32,374 ",14,Panel Truck,"$21,965 ",0,7,4
2507,2-Jul-02,18,3,9,"$89,860 ",Yes,M,PhD,Student,27,"$37,236 ",12,Van,"$21,713 ",0,2,12
2508,7-Mar-99,21,3,7,"$67,616 ",No,M,Masters,Manager,11,"$24,753 ",5,Sports Car,"$11,430 ",1,0,14
2509,8-Feb-68,53,0,4,"$67,121 ",No,F,PhD,Professional,33,"$17,165 ",15,Minivan,"$25,956 ",0,6,8
2510,8-May-01,19,3,8,"$111,284 ",Yes,F,PhD,Lawyer,21,"$39,126 ",13,Panel Truck,"$25,561 ",0,4,1
2511,22-Jan-96,25,0,12,"$31,729 ",No,F,High School,Home Maker,30,"$16,594 ",4,Sports Car,"$8,372 ",0,1,10
2512,1-Oct-74,46,2,11,"$83,100 ",No,M,Bachelors,Student,16,"$36,876 ",8,Minivan,"$6,622 ",0,0,10
2513,19-Nov-03,17,0,5,"$83,618 ",No,M,PhD,Lawyer,24,"$34,992 ",1,Minivan,"$1,326 ",0,10,11
2514,28-Dec-89,31,2,13,"$139,098 ",No,M,Bachelors,Home Maker,15,"$36,611 ",1,Minivan,"$6,500 ",0,10,12
2515,18-Jul-97,23,1,6,"$85,643 ",No,M,High School,Student,43,"$32,479 ",14,Minivan,"$18,691 ",2,10,9
2516,12-Mar-84,36,0,9,"$59,649 ",No,F,Bachelors,Student,25,"$30,579 ",7,SUV,"$18,245 ",1,9,11
2517,15-Mar-96,24,0,1,"$51,389 ",No,F,Bachelors,Lawyer,26,"$22,438 ",14,SUV,"$20,209 ",2,3,14
2518,4-Aug-95,25,0,6,"$64,445 ",Yes,F,Masters,Clerical,32,"$27,438 ",10,Panel Truck,"$21,433 ",0,1,14
2519,16-Aug-69,51,3,7,"$127,710 ",Yes,M,PhD,Blue Collar,34,"$27,463 ",9,Panel Truck,"$20,377 ",0,3,15
2520,21-Aug-65,55,4,7,"$122,210 ",Yes,M,Bachelors,Doctor,33,"$26,540 ",8,Panel Truck,"$9,056 ",0,6,2
2521,9-Aug-69,51,2,2,"$68,306 ",Yes,F,Masters,Blue Collar,30,"$38,634 ",13,Pickup,"$10,225 ",0,4,13
2522,22-Sep-84,36,3,6,"$128,710 ",No,M,Masters,Home Maker,42,"$35,916 ",8,Minivan,"$26,556 ",2,8,0
2523,12-Dec-91,29,1,12,"$106,993 ",No,F,High School,Lawyer,34,"$23,620 ",14,Van,"$12,752 ",0,1,13
2524,23-Mar-81,39,1,10,"$68,700 ",Yes,M,Masters,Manager,27,"$19,786 ",5,SUV,"$26,962 ",0,10,15
2525,11-Sep-01,19,2,9,"$60,118 ",Yes,M,High School,Home Maker,44,"$35,725 ",15,Sports Car,"$14,204 ",0,10,11
2526,28-Jun-86,34,3,5,"$90,444 ",No,M,PhD,Blue Collar,30,"$21,991 ",10,Pickup,"$1,623 ",0,6,15
2527,27-Apr-73,47,3,10,"$107,730 ",No,F,PhD,Lawyer,15,"$28,036 ",3,Sports Car,"$4,127 ",1,4,5
2528,4-Oct-00,20,3,3,"$146,919 ",No,F,Bachelors,Manager,12,"$33,572 ",11,Sports Car,"$25,033 ",0,1,7
2529,6-Mar-85,35,2,2,"$80,460 ",No,M,Bachelors,Home Maker,19,"$33,080 ",7,SUV,"$17,560 ",2,3,2
2530,31-Jan-75,46,0,4,"$49,004 ",Yes,F,Bachelors,Blue Collar,21,"$21,202 ",10,SUV,"$26,294 ",0,4,2
2531,3-Apr-03,17,1,0,"$99,560 ",No,F,Masters,Blue Collar,12,"$29,230 ",8,Pickup,"$4,678 ",0,8,9
2532,28-May-70,50,2,13,"$127,381 ",No,F,Masters,Clerical,37,"$16,523 ",8,Minivan,"$14,456 ",1,0,15
2533,14-Jun-94,26,3,12,"$77,740 ",Yes,M,Bachelors,Doctor,31,"$14,867 ",2,Panel Truck,"$19,817 ",0,5,9
2534,24-Mar-96,24,0,12,"$74,867 ",Yes,F,Bachelors,Blue Collar,36,"$14,949 ",14,SUV,$526 ,3,7,15
2535,12-Feb-91,29,4,11,"$104,702 ",No,F,PhD,Doctor,34,"$33,320 ",12,Sports Car,"$14,346 ",2,0,0
2536,14-Jan-92,29,3,13,"$125,081 ",Yes,M,PhD,Professional,15,"$31,716 ",2,SUV,"$13,562 ",2,3,6
2537,12-Jan-76,45,0,0,"$81,907 ",Yes,M,PhD,Student,22,"$36,937 ",11,SUV,"$25,430 ",3,0,14
2538,1-Dec-66,54,0,1,"$99,533 ",No,F,Bachelors,Student,44,"$26,005 ",7,SUV,"$2,781 ",0,2,4
2539,12-Jun-81,39,0,11,"$116,082 ",Yes,F,Bachelors,Home Maker,20,"$17,332 ",3,Panel Truck,"$15,390 ",3,4,15
2540,3-Aug-87,33,3,0,"$70,942 ",No,M,Masters,Clerical,28,"$25,203 ",3,Van,"$11,597 ",0,9,8
2541,17-Nov-74,46,3,11,"$52,292 ",No,F,Masters,Doctor,20,"$24,823 ",2,Sports Car,"$3,666 ",2,1,9
2542,12-Apr-73,47,1,9,"$95,423 ",No,M,High School,Blue Collar,19,"$38,785 ",6,Minivan,"$13,417 ",2,1,0
2543,31-Mar-90,30,2,1,"$39,595 ",No,M,PhD,Manager,26,"$32,576 ",13,Panel Truck,"$10,641 ",0,10,12
2544,27-Nov-77,43,4,0,"$33,909 ",No,M,High School,Clerical,43,"$24,341 ",14,SUV,"$6,275 ",3,7,13
2545,7-Feb-74,47,2,6,"$108,244 ",Yes,M,High School,Student,10,"$21,716 ",2,Panel Truck,"$23,082 ",3,5,0
2546,9-Dec-80,40,3,0,"$96,484 ",Yes,F,Masters,Professional,11,"$33,990 ",11,Minivan,"$18,818 ",0,9,0
2547,8-Mar-78,42,0,2,"$129,870 ",Yes,M,PhD,Blue Collar,38,"$32,673 ",1,Panel Truck,"$19,386 ",0,0,12
2548,5-Dec-76,44,2,11,"$71,146 ",No,F,Bachelors,Lawyer,10,"$36,815 ",11,Pickup,"$3,117 ",2,3,9
2549,10-Jul-88,32,1,8,"$30,916 ",No,F,Bachelors,Lawyer,26,"$28,335 ",10,Pickup,"$21,932 ",0,0,12
2550,12-Feb-03,17,4,5,"$49,697 ",Yes,F,PhD,Clerical,24,"$30,452 ",2,Van,"$9,011 ",0,8,3
2551,7-Oct-81,39,1,9,"$31,964 ",Yes,M,PhD,Student,42,"$38,042 ",2,Sports Car,$696 ,2,0,7
2552,30-Sep-66,54,3,4,"$136,679 ",Yes,M,PhD,Student,43,"$35,687 ",3,Sports Car,"$12,698 ",3,8,2
2553,15-Jun-99,21,0,11,"$75,872 ",No,M,Bachelors,Clerical,33,"$25,502 ",3,Van,"$2,659 ",0,6,0
2554,4-Sep-90,30,0,2,"$60,927 ",Yes,F,Bachelors,Student,45,"$35,444 ",3,Panel Truck,"$9,242 ",0,6,0
2555,22-Mar-77,43,1,4,"$149,726 ",Yes,F,Masters,Lawyer,28,"$33,438 ",8,Minivan,"$22,880 ",1,2,10
2556,18-Mar-84,36,3,9,"$60,833 ",Yes,M,PhD,Home Maker,13,"$30,382 ",14,SUV,"$5,736 ",0,1,1
2557,11-Sep-76,44,0,9,"$39,317 ",Yes,F,Bachelors,Doctor,19,"$34,712 ",4,Van,"$12,741 ",2,10,13
2558,16-Nov-86,34,0,13,"$83,936 ",No,F,PhD,Home Maker,35,"$14,451 ",2,Panel Truck,"$6,599 ",1,9,14
2559,2-Mar-68,52,4,4,"$128,614 ",Yes,M,Bachelors,Doctor,28,"$23,165 ",11,Sports Car,"$22,910 ",0,8,14
2560,1-Aug-00,20,1,8,"$95,779 ",Yes,F,PhD,Blue Collar,34,"$27,942 ",6,Panel Truck,"$8,319 ",0,10,12
2561,15-Aug-84,36,0,2,"$97,822 ",Yes,M,Bachelors,Manager,25,"$39,828 ",15,Panel Truck,$139 ,3,10,0
2562,9-Dec-76,44,0,5,"$137,195 ",No,M,Masters,Lawyer,10,"$31,052 ",9,Pickup,"$9,039 ",1,7,9
2563,4-Jul-77,43,0,4,"$39,758 ",Yes,M,PhD,Student,32,"$33,567 ",12,Minivan,"$26,208 ",0,3,12
2564,21-Dec-03,17,3,0,"$113,917 ",No,M,High School,Clerical,30,"$17,832 ",12,Van,"$4,733 ",0,2,5
2565,20-Nov-66,54,0,2,"$102,014 ",Yes,F,PhD,Lawyer,37,"$38,963 ",6,Panel Truck,"$8,673 ",3,9,11
2566,19-Mar-00,20,3,1,"$53,676 ",Yes,F,PhD,Home Maker,45,"$28,968 ",10,Minivan,"$2,328 ",0,2,9
2567,10-Jan-97,24,0,5,"$109,909 ",No,F,Bachelors,Clerical,31,"$23,229 ",6,Pickup,"$11,983 ",2,0,4
2568,31-Dec-73,47,0,12,"$104,406 ",No,F,Bachelors,Professional,27,"$27,297 ",1,SUV,"$18,905 ",0,6,10
2569,18-Sep-80,40,0,7,"$69,646 ",No,F,High School,Doctor,34,"$31,189 ",13,Sports Car,"$12,545 ",3,6,8
2570,23-Feb-69,51,3,13,"$51,423 ",Yes,F,High School,Clerical,31,"$24,958 ",10,Minivan,"$26,641 ",2,5,0
2571,7-Sep-69,51,1,8,"$127,380 ",No,M,Bachelors,Home Maker,27,"$21,245 ",4,Van,"$3,188 ",0,8,12
2572,8-Aug-94,26,0,8,"$64,349 ",Yes,F,High School,Manager,10,"$26,081 ",1,Minivan,"$24,482 ",0,10,1
2573,1-Sep-83,37,3,5,"$114,523 ",No,M,Bachelors,Home Maker,38,"$36,383 ",10,Panel Truck,"$22,571 ",0,10,15
2574,14-Oct-92,28,3,2,"$38,124 ",Yes,M,High School,Clerical,43,"$32,315 ",7,SUV,"$25,925 ",0,10,5
2575,9-Mar-81,39,1,12,"$71,040 ",Yes,M,Bachelors,Student,21,"$16,009 ",8,SUV,"$6,146 ",0,8,13
2576,5-Jan-76,45,3,5,"$45,458 ",No,M,Bachelors,Clerical,12,"$17,550 ",1,Panel Truck,"$10,472 ",2,8,8
2577,14-May-80,40,0,10,"$69,011 ",No,F,Bachelors,Blue Collar,34,"$25,911 ",3,Minivan,"$2,455 ",0,2,12
2578,2-Feb-97,24,0,2,"$134,502 ",No,F,PhD,Doctor,10,"$33,687 ",10,Minivan,"$25,507 ",2,4,1
2579,18-Feb-78,42,4,7,"$135,657 ",No,F,Bachelors,Home Maker,31,"$28,091 ",4,SUV,"$23,592 ",2,9,2
2580,28-Dec-95,25,0,10,"$121,948 ",Yes,F,Bachelors,Professional,24,"$30,271 ",3,Sports Car,"$21,124 ",1,2,14
2581,11-Jun-75,45,0,8,"$44,771 ",Yes,F,PhD,Lawyer,14,"$28,489 ",10,Van,$221 ,1,3,10
2582,21-Mar-80,40,0,11,"$32,118 ",No,M,Masters,Professional,29,"$19,202 ",2,SUV,"$20,168 ",0,3,1
2583,6-Dec-00,20,2,3,"$147,073 ",No,M,Masters,Student,29,"$33,268 ",13,Minivan,"$12,590 ",0,5,11
2584,26-Sep-83,37,0,9,"$61,058 ",Yes,F,PhD,Manager,26,"$26,253 ",13,Minivan,"$19,249 ",0,5,9
2585,29-Jun-92,28,0,3,"$72,032 ",No,M,High School,Home Maker,30,"$18,491 ",13,Pickup,"$24,233 ",0,2,15
2586,11-Jan-92,29,2,5,"$31,403 ",Yes,F,High School,Professional,15,"$15,947 ",8,SUV,"$6,174 ",0,9,8
2587,11-Dec-74,46,0,6,"$63,705 ",Yes,F,Masters,Manager,10,"$29,041 ",15,Van,"$17,143 ",0,3,4
2588,7-Jun-98,22,3,4,"$65,194 ",No,F,PhD,Manager,23,"$35,558 ",8,Sports Car,"$7,018 ",1,2,8
2589,23-Jul-67,53,0,10,"$145,762 ",No,M,High School,Blue Collar,21,"$35,823 ",10,Panel Truck,"$17,993 ",0,5,3
2590,12-Sep-70,50,4,9,"$99,298 ",Yes,M,High School,Professional,32,"$37,013 ",1,Van,"$25,226 ",1,7,10
2591,31-Aug-76,44,4,13,"$137,671 ",Yes,F,PhD,Manager,36,"$30,307 ",1,Sports Car,"$2,376 ",0,8,3
2592,6-May-72,48,0,3,"$127,911 ",No,F,PhD,Doctor,36,"$27,425 ",3,SUV,"$15,088 ",1,3,14
2593,2-Jul-68,52,2,4,"$48,028 ",Yes,F,PhD,Lawyer,45,"$20,025 ",5,SUV,"$4,347 ",0,9,6
2594,17-May-97,23,1,13,"$54,393 ",Yes,M,Bachelors,Manager,34,"$23,536 ",14,Panel Truck,"$1,347 ",0,5,13
2595,25-Aug-82,38,0,3,"$86,611 ",No,F,PhD,Student,40,"$15,786 ",4,Sports Car,"$21,582 ",0,6,13
2596,11-Jun-78,42,2,2,"$120,201 ",Yes,F,PhD,Clerical,33,"$33,684 ",4,Panel Truck,"$20,925 ",0,1,10
2597,1-Jun-03,17,0,10,"$85,806 ",Yes,M,High School,Manager,33,"$26,308 ",6,SUV,"$18,090 ",0,5,0
2598,10-Dec-91,29,4,1,"$31,580 ",No,M,Bachelors,Clerical,44,"$37,733 ",6,Van,$210 ,1,2,9
2599,30-Jun-83,37,3,5,"$88,356 ",Yes,M,Masters,Clerical,28,"$18,797 ",7,Van,"$6,748 ",3,10,10
2600,7-May-96,24,2,12,"$119,055 ",No,F,High School,Lawyer,43,"$25,926 ",3,SUV,"$15,207 ",1,5,1
2601,2-May-02,18,0,13,"$51,005 ",Yes,F,Bachelors,Lawyer,23,"$28,894 ",13,SUV,"$8,084 ",3,8,8
2602,3-Jun-92,28,0,2,"$60,180 ",Yes,F,PhD,Blue Collar,13,"$32,325 ",8,Pickup,"$3,714 ",0,5,0
2603,30-Mar-77,43,1,13,"$40,817 ",No,F,High School,Home Maker,32,"$23,960 ",2,SUV,"$6,394 ",0,10,14
2604,12-Apr-66,54,1,13,"$70,746 ",No,F,Bachelors,Manager,41,"$16,346 ",5,Minivan,"$9,017 ",2,5,2
2605,2-Aug-92,28,0,1,"$141,243 ",Yes,M,High School,Professional,31,"$14,678 ",2,Minivan,"$20,907 ",1,0,5
2606,10-Jul-00,20,3,2,"$117,435 ",Yes,F,Masters,Lawyer,22,"$14,990 ",11,Minivan,"$25,539 ",0,9,14
2607,21-Feb-80,40,0,0,"$95,213 ",Yes,F,Bachelors,Manager,18,"$39,107 ",12,Panel Truck,"$18,773 ",1,8,4
2608,16-May-89,31,0,0,"$37,742 ",No,F,PhD,Blue Collar,38,"$38,636 ",9,SUV,"$13,659 ",2,4,12
2609,18-Oct-98,22,0,12,"$36,009 ",Yes,M,PhD,Doctor,33,"$36,320 ",1,Sports Car,"$3,939 ",0,8,1
2610,9-Jun-99,21,3,0,"$89,842 ",No,F,PhD,Lawyer,20,"$14,515 ",1,SUV,"$22,767 ",0,7,5
2611,14-Aug-65,55,1,12,"$40,523 ",No,F,PhD,Blue Collar,14,"$24,439 ",6,Panel Truck,"$13,654 ",0,1,15
2612,8-Jul-76,44,3,4,"$145,112 ",No,F,High School,Clerical,31,"$26,480 ",4,Minivan,$861 ,3,9,6
2613,26-Mar-02,18,1,0,"$137,892 ",No,M,Masters,Student,17,"$34,162 ",4,SUV,"$16,008 ",0,9,12
2614,16-May-80,40,1,7,"$108,658 ",Yes,M,Bachelors,Blue Collar,31,"$19,276 ",15,Pickup,"$21,467 ",0,7,14
2615,17-Jun-74,46,0,8,"$54,416 ",Yes,F,PhD,Blue Collar,13,"$35,294 ",8,Pickup,"$2,804 ",3,1,9
2616,24-Nov-74,46,3,12,"$112,344 ",Yes,F,Masters,Doctor,31,"$18,910 ",3,Pickup,"$25,187 ",0,1,13
2617,28-Jun-76,44,0,9,"$143,916 ",No,M,Bachelors,Student,33,"$33,063 ",7,SUV,"$9,622 ",2,0,7
2618,10-Oct-80,40,1,3,"$124,486 ",No,M,Bachelors,Manager,16,"$31,081 ",8,Panel Truck,"$8,868 ",0,6,15
2619,9-Feb-84,37,3,0,"$149,954 ",No,F,PhD,Professional,36,"$24,864 ",14,Panel Truck,"$16,977 ",3,6,13
2620,26-Sep-91,29,1,4,"$127,515 ",Yes,M,Masters,Doctor,23,"$20,849 ",9,Minivan,"$19,970 ",1,6,10
2621,22-Mar-65,55,0,12,"$74,654 ",No,F,Masters,Home Maker,35,"$17,007 ",3,Minivan,"$19,444 ",0,8,13
2622,6-Oct-67,53,0,2,"$77,771 ",Yes,F,Bachelors,Blue Collar,38,"$32,490 ",5,Sports Car,"$4,482 ",2,7,13
2623,16-Oct-77,43,2,9,"$87,167 ",No,F,PhD,Lawyer,20,"$21,137 ",5,Minivan,$906 ,0,7,4
2624,22-Jan-89,32,0,8,"$108,882 ",No,F,Bachelors,Home Maker,45,"$29,454 ",13,Minivan,"$6,621 ",0,2,8
2625,29-Dec-87,33,2,5,"$72,195 ",Yes,M,Bachelors,Doctor,15,"$18,909 ",4,Sports Car,"$23,566 ",0,9,6
2626,15-Feb-95,25,2,11,"$140,124 ",No,M,High School,Manager,36,"$36,548 ",15,Pickup,"$10,941 ",0,3,2
2627,14-Mar-88,32,2,6,"$148,931 ",Yes,M,Bachelors,Manager,21,"$20,305 ",12,SUV,"$5,024 ",2,6,3
2628,2-Apr-03,17,0,11,"$68,813 ",No,F,Masters,Clerical,32,"$37,376 ",13,Pickup,"$19,875 ",0,0,13
2629,4-Oct-90,30,0,11,"$144,372 ",Yes,M,Bachelors,Blue Collar,33,"$20,230 ",6,Panel Truck,"$21,710 ",0,8,11
2630,30-Jan-02,19,1,7,"$58,138 ",Yes,F,Masters,Doctor,31,"$16,478 ",8,Minivan,"$8,388 ",2,0,2
2631,8-Dec-65,55,1,2,"$46,847 ",No,F,High School,Professional,26,"$28,717 ",5,Minivan,"$20,087 ",3,2,5
2632,15-Oct-82,38,0,12,"$74,717 ",No,M,PhD,Manager,10,"$18,561 ",7,Sports Car,"$25,632 ",0,10,4
2633,4-Jun-87,33,0,5,"$53,093 ",No,M,PhD,Lawyer,21,"$37,251 ",3,SUV,"$25,897 ",2,9,11
2634,11-Mar-68,52,3,7,"$146,601 ",No,F,Bachelors,Home Maker,27,"$26,590 ",6,SUV,"$8,594 ",3,5,8
2635,25-Apr-83,37,4,4,"$49,883 ",No,M,Bachelors,Student,14,"$37,057 ",3,Van,"$15,702 ",0,9,8
2636,15-Mar-77,43,1,6,"$132,892 ",No,F,Masters,Home Maker,44,"$29,285 ",8,Sports Car,"$24,574 ",0,0,8
2637,24-Feb-75,45,2,3,"$108,609 ",Yes,F,Masters,Student,12,"$23,314 ",14,Van,$530 ,0,1,11
2638,4-Apr-91,29,1,7,"$52,230 ",No,M,PhD,Blue Collar,40,"$34,661 ",15,Minivan,"$1,959 ",2,3,3
2639,28-Feb-81,39,0,1,"$77,711 ",No,F,PhD,Professional,34,"$33,518 ",2,Pickup,"$24,770 ",0,4,14
2640,17-Aug-79,41,0,8,"$85,969 ",Yes,F,Masters,Home Maker,11,"$34,768 ",2,Van,"$12,056 ",2,4,13
2641,26-Feb-00,20,0,8,"$32,009 ",No,M,PhD,Manager,10,"$20,946 ",3,SUV,"$23,423 ",3,5,6
2642,3-Feb-87,34,0,13,"$45,088 ",Yes,F,Bachelors,Doctor,25,"$38,664 ",3,Van,"$10,768 ",0,2,0
2643,4-Jan-00,21,2,13,"$142,465 ",Yes,F,Bachelors,Professional,26,"$30,170 ",9,Panel Truck,"$21,097 ",0,5,12
2644,5-Apr-96,24,0,1,"$122,620 ",Yes,F,Masters,Professional,43,"$15,228 ",5,Pickup,"$25,662 ",3,1,5
2645,23-Feb-67,53,3,8,"$34,346 ",No,F,Bachelors,Professional,38,"$29,048 ",3,Panel Truck,"$22,329 ",0,8,6
2646,29-Aug-75,45,0,6,"$90,756 ",Yes,M,PhD,Doctor,29,"$28,619 ",10,Panel Truck,"$16,326 ",2,3,10
2647,15-Apr-84,36,0,4,"$137,920 ",Yes,M,Masters,Home Maker,16,"$28,427 ",11,Pickup,"$3,679 ",3,8,0
2648,28-May-00,20,3,8,"$107,531 ",No,F,High School,Lawyer,43,"$28,843 ",11,Pickup,"$21,662 ",1,3,13
2649,23-Jul-90,30,3,7,"$70,871 ",Yes,M,Bachelors,Professional,26,"$20,906 ",6,Sports Car,"$7,798 ",1,8,2
2650,12-Dec-99,21,3,7,"$55,005 ",Yes,M,PhD,Doctor,12,"$38,329 ",1,Panel Truck,"$6,059 ",1,4,1
2651,6-Sep-66,54,2,1,"$132,866 ",Yes,F,High School,Lawyer,35,"$22,850 ",3,Minivan,"$15,430 ",0,3,10
2652,19-May-90,30,3,6,"$47,962 ",Yes,F,Masters,Doctor,13,"$29,963 ",4,Panel Truck,"$15,850 ",1,5,15
2653,1-Nov-81,39,0,13,"$68,142 ",Yes,F,PhD,Lawyer,44,"$25,988 ",13,SUV,"$9,806 ",2,10,0
